country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Ecuador,ECU,1/25/21,,,,,458,,,,26,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,1/26/21,,,,,481,,,,27,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,1/27/21,2982,2982,,,497,0.02,0.02,,28,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,1/28/21,,,,,484,,,,27,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,1/29/21,,,,,526,,,,30,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,1/30/21,,,,,502,,,,28,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,1/31/21,,,,,478,,,,27,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/1/21,,,,,454,,,,26,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/2/21,,,,,430,,,,24,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/3/21,,,,,406,,,,23,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/4/21,6228,6228,,,406,0.04,0.04,,23,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/5/21,,,,,369,,,,21,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/6/21,,,,,333,,,,19,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/7/21,,,,,297,,,,17,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/8/21,,,,,260,,,,15,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/9/21,,,,,224,,,,13,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/10/21,,,,,187,,,,11,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/11/21,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/12/21,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/13/21,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/14/21,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/15/21,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/16/21,,,,,151,,,,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/17/21,8190,6228,1962,,151,0.05,0.04,0.01,9,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/18/21,,,,,462,,,,26,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/19/21,,,,,773,,,,44,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/20/21,,,,,1084,,,,61,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/21/21,,,,,1395,,,,79,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/22/21,,,,,1707,,,,97,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/23/21,,,,,2018,,,,114,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/24/21,24492,20784,3708,,2329,0.14,0.12,0.02,132,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/25/21,,,,,2500,,,,142,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/26/21,,,,,2670,,,,151,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/27/21,,,,,2841,,,,161,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,2/28/21,,,,,3012,,,,171,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,3/1/21,42114,35886,6228,,3183,0.24,0.2,0.04,180,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,3/2/21,,,,,3669,,,,208,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,3/3/21,,,,,4156,,,,236,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,3/4/21,59316,53088,6228,,4471,0.34,0.3,0.04,253,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Ecuador,ECU,3/5/21,71148,64920,6228,11832,5658,0.4,0.37,0.04,321,Pfizer/BioNTech,Government of Ecuador via Ecuacovid,https://github.com/andrab/ecuacovid
Egypt,EGY,1/24/21,0,,,,0,0,,,,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/25/21,,,,,219,,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/26/21,,,,,219,,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/27/21,,,,,219,,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/28/21,,,,,219,,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/29/21,,,,,219,,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
Egypt,EGY,1/30/21,1315,,,,219,0,,,2,Sinopharm/Beijing,Ministry of Health,"http://english.ahram.org.eg/NewsContent/1/64/399964/Egypt/Politics-/,-medical-staff-vaccinated-against-COVID-in-first-.aspx"
El Salvador,SLV,2/17/21,0,0,,,0,0,0,,,Oxford/AstraZeneca,Ministry of Health,https://www.presidencia.gob.sv/gobierno-ya-aplico-16000-vacunas-anti-covid-19-al-personal-de-salud-de-primera-linea-publica-y-privada/
El Salvador,SLV,2/18/21,,,,,1200,,,,185,Oxford/AstraZeneca,Ministry of Health,https://www.presidencia.gob.sv/gobierno-ya-aplico-16000-vacunas-anti-covid-19-al-personal-de-salud-de-primera-linea-publica-y-privada/
El Salvador,SLV,2/19/21,,,,,1200,,,,185,Oxford/AstraZeneca,Ministry of Health,https://www.presidencia.gob.sv/gobierno-ya-aplico-16000-vacunas-anti-covid-19-al-personal-de-salud-de-primera-linea-publica-y-privada/
El Salvador,SLV,2/20/21,,,,,1200,,,,185,Oxford/AstraZeneca,Ministry of Health,https://www.presidencia.gob.sv/gobierno-ya-aplico-16000-vacunas-anti-covid-19-al-personal-de-salud-de-primera-linea-publica-y-privada/
El Salvador,SLV,2/21/21,,,,,1200,,,,185,Oxford/AstraZeneca,Ministry of Health,https://www.presidencia.gob.sv/gobierno-ya-aplico-16000-vacunas-anti-covid-19-al-personal-de-salud-de-primera-linea-publica-y-privada/
El Salvador,SLV,2/22/21,6000,6000,,,1200,0.09,0.09,,185,Oxford/AstraZeneca,Ministry of Health,https://www.presidencia.gob.sv/gobierno-ya-aplico-16000-vacunas-anti-covid-19-al-personal-de-salud-de-primera-linea-publica-y-privada/
El Salvador,SLV,2/23/21,,,,,1556,,,,240,Oxford/AstraZeneca,Ministry of Health,https://www.presidencia.gob.sv/gobierno-ya-aplico-16000-vacunas-anti-covid-19-al-personal-de-salud-de-primera-linea-publica-y-privada/
El Salvador,SLV,2/24/21,,,,,1810,,,,279,Oxford/AstraZeneca,Ministry of Health,https://www.presidencia.gob.sv/gobierno-ya-aplico-16000-vacunas-anti-covid-19-al-personal-de-salud-de-primera-linea-publica-y-privada/
El Salvador,SLV,2/25/21,16000,16000,,,2114,0.25,0.25,,326,Oxford/AstraZeneca,Ministry of Health,https://www.presidencia.gob.sv/gobierno-ya-aplico-16000-vacunas-anti-covid-19-al-personal-de-salud-de-primera-linea-publica-y-privada/
England,,12/13/20,55576,55576,,,55576,0.1,0.1,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/14/20,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/15/20,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/16/20,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/17/20,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/18/20,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/19/20,,,,,74179,,,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/20/20,574829,574829,,,74179,1.02,1.02,,1318,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/21/20,,,,,69047,,,,1227,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/22/20,,,,,63916,,,,1136,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/23/20,,,,,58784,,,,1044,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/24/20,,,,,53653,,,,953,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/25/20,,,,,48521,,,,862,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/26/20,,,,,43390,,,,771,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/27/20,842638,842638,,,38258,1.5,1.5,,680,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/28/20,,,,,39950,,,,710,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/29/20,,,,,41642,,,,740,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/30/20,,,,,43333,,,,770,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,12/31/20,,,,,45025,,,,800,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/1/21,,,,,46716,,,,830,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/2/21,,,,,48408,,,,860,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/3/21,1193335,1172675,20660,,50100,2.12,2.08,0.04,890,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/4/21,,,,,66217,,,,1176,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/5/21,,,,,82334,,,,1463,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/6/21,,,,,98451,,,,1749,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/7/21,,,,,114567,,,,2035,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/8/21,,,,,130684,,,,2322,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/9/21,,,,,146801,,,,2608,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/10/21,2333764,1959151,374613,,162918,4.15,3.48,0.67,2894,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/11/21,2474205,2080280,393925,140441,159707,4.4,3.7,0.7,2837,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/12/21,2661850,2254556,407294,187645,163240,4.73,4.01,0.72,2900,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/13/21,2910027,2494371,415656,248177,175420,5.17,4.43,0.74,3117,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/14/21,3189674,2769164,420510,279647,192095,5.67,4.92,0.75,3413,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/15/21,3514385,3090058,424327,324711,215208,6.24,5.49,0.75,3823,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/16/21,3791594,3365492,426102,277209,231535,6.74,5.98,0.76,4113,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/17/21,3947442,3520056,427386,155848,230525,7.01,6.25,0.76,4096,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/18/21,4118342,3687206,431136,170900,234877,7.32,6.55,0.77,4173,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/19/21,4419704,3985579,434125,301362,251122,7.85,7.08,0.77,4461,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/20/21,4740578,4303730,436848,320874,261507,8.42,7.65,0.78,4646,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/21/21,5100475,4661293,439182,359897,272972,9.06,8.28,0.78,4850,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/22/21,5526071,5085771,440300,425596,287384,9.82,9.04,0.78,5106,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/23/21,5970175,5529101,441074,444104,311226,10.61,9.82,0.78,5529,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/24/21,6169377,5727693,441684,199202,317419,10.96,10.18,0.78,5639,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/25/21,6405554,5962544,443010,236177,326745,11.38,10.59,0.79,5805,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/26/21,6665861,6221850,444011,260307,320880,11.84,11.05,0.79,5701,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/27/21,6918853,6473752,445101,252992,311182,12.29,11.5,0.79,5528,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/28/21,7263317,6816945,446372,344464,308977,12.9,12.11,0.79,5489,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/29/21,7701203,7253305,447898,437886,310733,13.68,12.89,0.8,5521,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/30/21,8251146,7792996,458150,549943,325853,14.66,13.85,0.81,5789,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,1/31/21,8543262,8082355,460907,292116,339126,15.18,14.36,0.82,6025,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/1/21,8825371,8362868,462503,282109,345688,15.68,14.86,0.82,6142,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/2/21,9126930,8663041,463889,301559,351581,16.21,15.39,0.82,6246,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/3/21,9508006,9041835,466171,381076,369879,16.89,16.06,0.83,6571,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/4/21,9899043,9430261,468782,391037,376532,17.59,16.75,0.83,6690,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/5/21,10302620,9831897,470723,403577,371631,18.3,17.47,0.84,6602,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/6/21,10761539,10290215,471324,458919,358628,19.12,18.28,0.84,6371,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/7/21,10991365,10519729,471636,229826,349729,19.53,18.69,0.84,6213,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/8/21,11245053,10771998,473055,253688,345669,19.98,19.14,0.84,6141,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/9/21,11558880,11083652,475228,313827,347421,20.54,19.69,0.84,6172,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/10/21,11901827,11422507,479320,342947,341974,21.14,20.29,0.85,6076,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/11/21,12293207,11809241,483966,391380,342023,21.84,20.98,0.86,6076,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/12/21,12733865,12246166,487699,440658,347321,22.62,21.76,0.87,6171,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/13/21,13165548,12675663,489885,431683,343430,23.39,22.52,0.87,6101,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/14/21,13353631,12862909,490722,188083,337467,23.72,22.85,0.87,5995,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/15/21,13575245,13082669,492576,221614,332885,24.12,23.24,0.88,5914,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/16/21,13891042,13395338,495704,315797,333166,24.68,23.8,0.88,5919,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/17/21,14318115,13817914,500201,427073,345184,25.44,24.55,0.89,6133,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/18/21,14718938,14214176,504762,400823,346533,26.15,25.25,0.9,6157,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/19/21,15046635,14537978,508657,327697,330396,26.73,25.83,0.9,5870,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/20/21,15355176,14844087,511089,308541,312804,27.28,26.37,0.91,5557,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/21/21,15471509,14958074,513435,116333,302554,27.49,26.57,0.91,5375,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/22/21,15631937,15113158,518779,160428,293813,27.77,26.85,0.92,5220,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/23/21,15926415,15398055,528360,294478,290768,28.3,27.36,0.94,5166,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/24/21,16337561,15794992,542569,411146,288492,29.03,28.06,0.96,5125,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/25/21,16785841,16227104,558737,448280,295272,29.82,28.83,0.99,5246,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/26/21,17254844,16679881,574963,469003,315458,30.66,29.63,1.02,5604,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/27/21,17641792,17051245,590547,386948,326659,31.34,30.29,1.05,5803,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2/28/21,17812739,17212804,599935,170947,334461,31.65,30.58,1.07,5942,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,3/1/21,17985951,17373384,612567,173212,336288,31.95,30.87,1.09,5975,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,3/2/21,18194919,17554700,640219,208968,324072,32.33,31.19,1.14,5757,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,3/3/21,18469922,17785702,684220,275003,304623,32.81,31.6,1.22,5412,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,3/4/21,18835355,18106090,729265,365433,292788,33.46,32.17,1.3,5202,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,3/5/21,19258271,18491771,766500,422916,286204,34.21,32.85,1.36,5085,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Estonia,EST,12/28/20,207,,,,207,0.02,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-marts-oopaevaga-lisandus-1536-positiivset-testi-manustati-7656
Estonia,EST,12/29/20,516,,,309,309,0.04,,,233,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-marts-oopaevaga-lisandus-1536-positiivset-testi-manustati-7656
Estonia,EST,12/30/20,884,,,368,338,0.07,,,255,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-marts-oopaevaga-lisandus-1536-positiivset-testi-manustati-7656
Estonia,EST,12/31/20,1907,,,1023,567,0.14,,,427,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-marts-oopaevaga-lisandus-1536-positiivset-testi-manustati-7656
Estonia,EST,1/1/21,2487,,,580,570,0.19,,,430,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-marts-oopaevaga-lisandus-1536-positiivset-testi-manustati-7656
Estonia,EST,1/2/21,,,,,459,,,,346,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-marts-oopaevaga-lisandus-1536-positiivset-testi-manustati-7656
Estonia,EST,1/3/21,2517,,,,385,0.19,,,290,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-marts-oopaevaga-lisandus-1536-positiivset-testi-manustati-7656
Estonia,EST,1/4/21,2535,,,18,333,0.19,,,251,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-marts-oopaevaga-lisandus-1536-positiivset-testi-manustati-7656
